"year","site","burrow_name","prey_weeks","start_prey","end_prey","prey_week_range","prey_discrep","nest_succ"
"2013","Lagoon South","E",3,31,33,3,0,"Y"
"2013","Ledgewood","1",3,33,35,3,0,"Y"
"2013","Ledgewood","10",3,27,30,4,1,"Y"
"2013","Ledgewood","12",5,28,32,5,0,"Y"
"2013","Ledgewood","16",1,33,33,1,0,"N"
"2013","Ledgewood","4",5,30,35,6,1,"Y"
"2013","Ledgewood","7",1,29,29,1,0,"N"
"2013","Ledgewood","8",2,29,30,2,0,"N"
"2013","Limpet Lane","1",2,27,28,2,0,"N"
"2013","Limpet Lane","2",1,30,30,1,0,"N"
"2013","Limpet Lane","4",1,30,30,1,0,"N"
"2013","Malmo Bluff","1",1,26,26,1,0,"N"
"2013","Malmo Bluff","2",4,26,29,4,0,"Y"
"2013","Malmo Bluff","21",1,27,27,1,0,"N"
"2013","Malmo Bluff","3",1,27,27,1,0,"N"
"2013","Malmo Bluff","40",1,26,26,1,0,"N"
"2013","Malmo Bluff","42",4,26,31,6,2,"Y"
"2013","Malmo Bluff","44",3,29,31,3,0,"Y"
"2013","Malmo Bluff","45",1,26,26,1,0,"N"
"2013","Malmo Bluff","47",6,28,34,7,1,"Y"
"2013","Malmo Bluff","5",3,29,31,3,0,"Y"
"2013","Maylor Point","1",2,28,29,2,0,"N"
"2013","Maylor Point","2",2,27,28,2,0,"N"
"2013","Maylor Point","3",1,29,29,1,0,"N"
"2013","Monroe Landing","12",3,27,29,3,0,"Y"
"2013","Monroe Landing","4",5,27,31,5,0,"Y"
"2013","Mutiny Sands","10",2,28,30,3,1,"Y"
"2013","Mutiny Sands","11",2,28,30,3,1,"Y"
"2013","Mutiny Sands","12",4,30,33,4,0,"Y"
"2013","Mutiny Sands","13",1,31,31,1,0,"N"
"2013","Mutiny Sands","15",1,29,29,1,0,"N"
"2013","Mutiny Sands","16",4,29,32,4,0,"Y"
"2013","Mutiny Sands","3",2,29,31,3,1,"Y"
"2013","Mutiny Sands","4",1,33,33,1,0,"N"
"2013","Mutiny Sands","6",1,31,31,1,0,"N"
"2013","Mutiny Sands","9",4,28,33,6,2,"Y"
"2013","Possession Point","E1",3,25,29,5,2,"Y"
"2013","Possession Point","S2",3,29,31,3,0,"Y"
"2013","Possession Point","S8",2,30,31,2,0,"N"
"2013","Pratts Bluff","0",1,30,30,1,0,"N"
"2013","Pratts Bluff","1",1,30,30,1,0,"N"
"2013","Pratts Bluff","10",2,26,28,3,1,"Y"
"2013","Pratts Bluff","12",4,27,31,5,1,"Y"
"2013","Pratts Bluff","13",1,27,27,1,0,"N"
"2013","Pratts Bluff","14",2,27,28,2,0,"N"
"2013","Pratts Bluff","15",3,28,30,3,0,"Y"
"2013","Pratts Bluff","16",2,29,31,3,1,"Y"
"2013","Pratts Bluff","17",1,29,29,1,0,"N"
"2013","Pratts Bluff","2",1,28,28,1,0,"N"
"2013","Pratts Bluff","3",3,26,29,4,1,"Y"
"2013","Pratts Bluff","4",1,26,26,1,0,"N"
"2013","Pratts Bluff","5",1,28,28,1,0,"N"
"2013","Pratts Bluff","7",1,27,27,1,0,"N"
"2013","Pratts Bluff","9",2,26,28,3,1,"Y"
"2013","Rolling Hills #1","11",2,31,32,2,0,"N"
"2013","Rolling Hills #1","15",5,27,32,6,1,"Y"
"2013","Rolling Hills #1","17",1,29,29,1,0,"N"
"2013","Rolling Hills #1","18",2,27,31,5,3,"Y"
"2013","Rolling Hills #1","2",4,31,34,4,0,"Y"
"2013","Rolling Hills #1","3",4,26,31,6,2,"Y"
"2013","Rolling Hills #1","4",1,28,28,1,0,"N"
"2013","Rolling Hills #1","5",3,26,30,5,2,"Y"
"2013","Rolling Hills #1","8",3,28,30,3,0,"Y"
"2013","Rolling Hills #1","9",2,31,32,2,0,"N"
"2013","Rolling Hills #2","24",1,33,33,1,0,"N"
"2013","Rolling Hills #2","25",5,30,35,6,1,"Y"
"2013","Rolling Hills #2","26",1,34,34,1,0,"N"
"2013","Rolling Hills #2","32",4,27,30,4,0,"Y"
"2013","Rolling Hills #2","33",3,26,29,4,1,"Y"
"2013","Rolling Hills #2","50",4,27,30,4,0,"Y"
"2013","Rolling Hills #2","51",3,28,31,4,1,"Y"
"2013","Rolling Hills #2","52",3,27,31,5,2,"Y"
"2013","Shore Meadows","1",2,31,32,2,0,"N"
"2013","Shore Meadows","2",2,29,30,2,0,"N"
"2013","Shore Meadows","20",1,29,29,1,0,"N"
"2013","Shore Meadows","3",3,32,35,4,1,"Y"
"2013","Shore Meadows","31",1,29,29,1,0,"N"
"2013","Shore Meadows","4",1,27,27,1,0,"N"
"2013","Shore Meadows","40",3,29,32,4,1,"Y"
"2013","Shore Meadows","43",3,29,31,3,0,"Y"
"2013","Shore Meadows","48",1,28,28,1,0,"N"
"2013","Shore Meadows","5",1,30,30,1,0,"N"
"2013","Shore Meadows","50",3,29,31,3,0,"Y"
"2013","Shore Meadows","52",1,29,29,1,0,"N"
"2013","Shore Meadows","6",5,29,33,5,0,"Y"
"2013","Shore Meadows","7",1,30,30,1,0,"N"
"2013","Swantown","2",3,28,33,6,3,"Y"
"2013","Swantown","3",3,28,32,5,2,"Y"
"2013","Swantown","4",2,30,32,3,1,"Y"
"2014","Cliffside","1",2,28,29,2,0,"N"
"2014","Cliffside","2",1,32,32,1,0,"N"
"2014","Cliffside","3",2,29,33,5,3,"Y"
"2014","Cliffside","4",2,28,30,3,1,"Y"
"2014","Cliffside","5",2,29,31,3,1,"Y"
"2014","Cliffside","6",1,28,28,1,0,"N"
"2014","Double Bluff North","B1",2,27,29,3,1,"Y"
"2014","Double Bluff North","B2",2,27,29,3,1,"Y"
"2014","Double Bluff North","B4",1,29,29,1,0,"N"
"2014","Double Bluff North","D2",2,27,30,4,2,"Y"
"2014","Double Bluff North","D4",5,27,32,6,1,"Y"
"2014","Double Bluff North","D6",2,27,29,3,1,"Y"
"2014","Double Bluff North","D7",1,32,32,1,0,"N"
"2014","Double Bluff North","E1",1,27,27,1,0,"N"
"2014","Double Bluff North","E2",3,27,31,5,2,"Y"
"2014","Double Bluff North","E3",3,26,31,6,3,"Y"
"2014","Double Bluff North","E5",2,26,30,5,3,"Y"
"2014","Double Bluff South","1",5,27,32,6,1,"Y"
"2014","Double Bluff South","3",2,30,31,2,0,"N"
"2014","Forbes Point","10",1,31,31,1,0,"N"
"2014","Forbes Point","3",1,31,31,1,0,"N"
"2014","Forbes Point","4",1,31,31,1,0,"N"
"2014","Forbes Point","5",1,30,30,1,0,"N"
"2014","Fort Casey","1",3,26,28,3,0,"Y"
"2014","Fort Casey","10",1,30,30,1,0,"N"
"2014","Fort Casey","12",1,32,32,1,0,"N"
"2014","Fort Casey","14",1,32,32,1,0,"N"
"2014","Fort Casey","2",3,27,32,6,3,"Y"
"2014","Fort Casey","3",5,27,31,5,0,"Y"
"2014","Fort Casey","4",1,28,28,1,0,"N"
"2014","Fort Casey","5",2,28,30,3,1,"Y"
"2014","Fort Casey","9",2,30,31,2,0,"N"
"2014","Hancock Lake","1",2,28,29,2,0,"N"
"2014","Hancock Lake","13",1,30,30,1,0,"N"
"2014","Hancock Lake","2",2,29,30,2,0,"N"
"2014","Hancock Lake","3",1,30,30,1,0,"N"
"2014","Hancock Lake","4",3,29,31,3,0,"Y"
"2014","Hancock Lake","8",1,30,30,1,0,"N"
"2014","Hancock Lake","9",1,30,30,1,0,"N"
"2014","Harrington North","7",4,28,32,5,1,"Y"
"2014","Harrington North","RM",1,28,28,1,0,"N"
"2014","Harrington South","8",3,27,31,5,2,"Y"
"2014","Hastie Lake","10",2,29,30,2,0,"N"
"2014","Hastie Lake","11",3,30,32,3,0,"Y"
"2014","Hastie Lake","2",1,27,27,1,0,"N"
"2014","Hastie Lake","3",5,26,30,5,0,"Y"
"2014","Hastie Lake","4",2,29,30,2,0,"N"
"2014","Hastie Lake","5",4,28,32,5,1,"Y"
"2014","Hastie Lake","6",5,29,33,5,0,"Y"
"2014","Hastie Lake","7",1,28,28,1,0,"N"
"2014","Hastie Lake","9",4,29,32,4,0,"Y"
"2014","Keystone","1",2,26,30,5,3,"Y"
"2014","Keystone","2",3,28,33,6,3,"Y"
"2014","Keystone","3",5,29,34,6,1,"Y"
"2014","Keystone","4",3,29,31,3,0,"Y"
"2014","Keystone","5",2,33,35,3,1,"Y"
"2014","Lagoon North #1","1",1,26,26,1,0,"N"
"2014","Lagoon North #1","1B",1,31,31,1,0,"N"
"2014","Lagoon North #1","1E",1,29,29,1,0,"N"
"2014","Lagoon North #1","8",2,29,31,3,1,"Y"
"2014","Lagoon North #2","2",1,27,27,1,0,"N"
"2014","Lagoon North #3","1B",1,30,30,1,0,"N"
"2014","Lagoon North #3","2",3,26,30,5,2,"Y"
"2014","Lagoon South","1A",3,26,30,5,2,"Y"
"2014","Lagoon South","2D",3,28,31,4,1,"Y"
"2014","Lagoon South","2H",1,27,27,1,0,"N"
"2014","Ledgewood","1",2,26,29,4,2,"Y"
"2014","Ledgewood","10",4,26,31,6,2,"Y"
"2014","Ledgewood","12",3,27,29,3,0,"Y"
"2014","Ledgewood","13",1,32,32,1,0,"N"
"2014","Ledgewood","16",3,28,31,4,1,"Y"
"2014","Ledgewood","2",4,27,30,4,0,"Y"
"2014","Malmo Bluff","1",1,25,25,1,0,"N"
"2014","Malmo Bluff","11",1,25,25,1,0,"N"
"2014","Malmo Bluff","12",1,25,25,1,0,"N"
"2014","Malmo Bluff","13",1,26,26,1,0,"N"
"2014","Malmo Bluff","14",2,27,28,2,0,"N"
"2014","Malmo Bluff","2",5,27,31,5,0,"Y"
"2014","Malmo Bluff","21",1,27,27,1,0,"N"
"2014","Malmo Bluff","25",2,28,29,2,0,"N"
"2014","Malmo Bluff","27",1,29,29,1,0,"N"
"2014","Malmo Bluff","3",2,31,33,3,1,"Y"
"2014","Malmo Bluff","4",2,26,28,3,1,"Y"
"2014","Malmo Bluff","5",1,31,31,1,0,"N"
"2014","Maylor Point","1",1,26,26,1,0,"N"
"2014","Maylor Point","2",4,26,31,6,2,"Y"
"2014","Maylor Point","3",4,26,31,6,2,"Y"
"2014","Maylor Point","6",1,32,32,1,0,"N"
"2014","Monroe Landing","1",3,28,31,4,1,"Y"
"2014","Mutiny Sands","10",5,26,32,7,2,"Y"
"2014","Mutiny Sands","12",1,29,29,1,0,"N"
"2014","Mutiny Sands","15",1,29,29,1,0,"N"
"2014","Mutiny Sands","16",2,29,30,2,0,"N"
"2014","Mutiny Sands","2",2,29,31,3,1,"Y"
"2014","Mutiny Sands","3",1,29,29,1,0,"N"
"2014","Mutiny Sands","4",1,31,31,1,0,"N"
"2014","Mutiny Sands","5",2,29,30,2,0,"N"
"2014","Mutiny Sands","6",3,30,33,4,1,"Y"
"2014","Mutiny Sands","9",4,28,33,6,2,"Y"
"2014","Possession Point","E1",4,28,31,4,0,"Y"
"2014","Possession Point","S2",4,29,35,7,3,"Y"
"2014","Pratts Bluff","1",3,25,29,5,2,"Y"
"2014","Pratts Bluff","10",2,28,30,3,1,"Y"
"2014","Pratts Bluff","12",2,27,28,2,0,"N"
"2014","Pratts Bluff","15",2,27,30,4,2,"Y"
"2014","Pratts Bluff","2",4,25,30,6,2,"Y"
"2014","Pratts Bluff","3",1,29,29,1,0,"N"
"2014","Pratts Bluff","4",3,29,31,3,0,"Y"
"2014","Pratts Bluff","5",1,29,29,1,0,"N"
"2014","Pratts Bluff","6",1,29,29,1,0,"N"
"2014","Pratts Bluff","8",1,27,27,1,0,"N"
"2014","Pratts Bluff","9",1,28,28,1,0,"N"
"2014","Rolling Hills #1","10",4,29,34,6,2,"Y"
"2014","Rolling Hills #1","11",4,27,32,6,2,"Y"
"2014","Rolling Hills #1","13",1,28,28,1,0,"N"
"2014","Rolling Hills #1","15",1,30,30,1,0,"N"
"2014","Rolling Hills #1","17",5,27,31,5,0,"Y"
"2014","Rolling Hills #1","18",2,30,31,2,0,"N"
"2014","Rolling Hills #1","2",1,30,30,1,0,"N"
"2014","Rolling Hills #1","3",1,29,29,1,0,"N"
"2014","Rolling Hills #1","4",4,28,31,4,0,"Y"
"2014","Rolling Hills #1","5",2,25,27,3,1,"Y"
"2014","Rolling Hills #1","8",2,25,28,4,2,"Y"
"2014","Rolling Hills #1","9",1,27,27,1,0,"N"
"2014","Rolling Hills #2","26",1,30,30,1,0,"N"
"2014","Rolling Hills #2","27a",3,31,34,4,1,"Y"
"2014","Rolling Hills #2","28",3,30,34,5,2,"Y"
"2014","Rolling Hills #2","32",3,29,31,3,0,"Y"
"2014","Rolling Hills #2","33",3,27,29,3,0,"Y"
"2014","Rolling Hills #3","50",2,26,29,4,2,"Y"
"2014","Rolling Hills #3","51",2,27,29,3,1,"Y"
"2014","Rolling Hills #3","52",4,27,30,4,0,"Y"
"2014","Shore Meadows","1",1,30,30,1,0,"N"
"2014","Shore Meadows","17",1,32,32,1,0,"N"
"2014","Shore Meadows","18",2,31,32,2,0,"N"
"2014","Shore Meadows","3",1,31,31,1,0,"N"
"2014","Shore Meadows","31",3,30,33,4,1,"Y"
"2014","Shore Meadows","32",3,33,35,3,0,"Y"
"2014","Shore Meadows","38",2,29,30,2,0,"N"
"2014","Shore Meadows","4",1,31,31,1,0,"N"
"2014","Shore Meadows","41",1,31,31,1,0,"N"
"2014","Shore Meadows","50",1,32,32,1,0,"N"
"2014","Shore Meadows","9",1,30,30,1,0,"N"
"2014","Swantown","1",2,27,28,2,0,"N"
"2014","Swantown","2",3,27,30,4,1,"Y"
"2014","Swantown","3",3,27,31,5,2,"Y"
"2014","Swantown","4",4,28,31,4,0,"Y"
"2014","Swantown","5",2,32,34,3,1,"Y"
"2014","Swantown","6",3,32,35,4,1,"Y"
"2014","Swantown","7",2,34,35,2,0,"N"
